nameuser,ipint,usergroup,country,usermac,userworkstation,firstname,lastname,usercity
everett_mclean,10.15.120.2,SEC,jp,98:6B:54:48:A7:20,ws-everett_mclean,EVERETT,MCLEAN,Tokyo
mona_herman,10.9.229.196,Groups,de,39:D5:42:32:75:B2,ws-mona_herman,MONA,HERMAN,Munich
ada_alvarado,10.11.127.148,Test,cz,54:89:87:22:1A:5C,ws-ada_alvarado,ADA,ALVARADO,Prague
christi_beard,10.5.147.212,ServiceAccounts,gb,92:16:4F:F0:72:8E,ws-christi_beard,CHRISTI,BEARD,Reading
gabrielle_avila,10.9.114.230,Groups,de,5A:76:05:42:D4:F5,ws-gabrielle_avila,GABRIELLE,AVILA,Munich
jeannette_cotton,10.3.172.30,Test,us,64:49:62:4A:BD:8E,ws-jeannette_cotton,JEANNETTE,COTTON,Austin
rhoda_stafford,10.15.232.46,FIN,jp,1C:F1:FA:2C:E9:0F,ws-rhoda_stafford,RHODA,STAFFORD,Tokyo
kathryn_abbott,10.4.164.179,GOO,us,D7:23:3B:F4:3B:86,ws-kathryn_abbott,KATHRYN,ABBOTT,Tampa
winnie_nichols,10.6.205.18,Groups,ie,C9:72:76:CE:FE:AA,ws-winnie_nichols,WINNIE,NICHOLS,Belfast
marcia_guthrie,10.10.77.213,ServiceAccounts,fr,AE:EF:56:05:E6:7B,ws-marcia_guthrie,MARCIA,GUTHRIE,Paris
delia_cardenas,10.13.6.252,Groups,sg,D7:74:1F:CC:9D:97,ws-delia_cardenas,DELIA,CARDENAS,Singapore
brigitte_smith,10.1.8.32,Groups,us,49:E2:03:C5:15:FB,ws-brigitte_smith,BRIGITTE,SMITH,Boston
twila_puckett,10.6.126.99,Devices,ie,70:F2:C4:04:05:80,ws-twila_puckett,TWILA,PUCKETT,Belfast
melisa_welch,10.1.10.240,ServiceAccounts,us,DF:14:6F:71:B7:F4,ws-melisa_welch,MELISA,WELCH,Boston
sally_lambert,10.4.103.199,ServiceAccounts,us,72:EF:3E:B2:C9:F0,ws-sally_lambert,SALLY,LAMBERT,Tampa
jerold_burks,10.13.223.123,Groups,sg,00:32:B4:3B:D6:5E,ws-jerold_burks,JEROLD,BURKS,Singapore
michel_dale,10.14.190.42,BDE,il,B7:26:69:F0:4B:3A,ws-michel_dale,MICHEL,DALE,Tel Aviv
anita_mckay,10.11.154.44,Test,cz,64:49:59:1B:B1:04,ws-anita_mckay,ANITA,MCKAY,Prague
judith_clarke,10.16.42.128,ServiceAccounts,in,C7:A4:BD:E8:B9:79,ws-judith_clarke,JUDITH,CLARKE,Bangalore
jarred_nieves,10.11.192.227,Groups,cz,5F:7E:BB:73:E0:88,ws-jarred_nieves,JARRED,NIEVES,Prague
gabriela_ferrell,10.9.109.172,Test,de,DE:26:A8:E4:BE:91,ws-gabriela_ferrell,GABRIELA,FERRELL,Munich
elijah_wiley,10.6.5.27,GOO,ie,D3:2B:D8:B1:83:03,ws-elijah_wiley,ELIJAH,WILEY,Belfast
carissa_lambert,10.13.172.245,Groups,sg,8A:1E:3E:37:33:84,ws-carissa_lambert,CARISSA,LAMBERT,Singapore
angelique_terrell,10.12.87.93,Test,au,EC:AD:38:20:1E:83,ws-angelique_terrell,ANGELIQUE,TERRELL,Melbourne
chad_hubbard,10.8.188.92,Devices,ie,B6:C3:0A:C6:CB:9F,ws-chad_hubbard,CHAD,HUBBARD,Galway
emory_hicks,10.6.35.158,Groups,ie,7F:B9:A6:8E:88:07,ws-emory_hicks,EMORY,HICKS,Belfast
nola_dorsey,10.5.182.231,ServiceAccounts,gb,95:06:4F:F8:9A:B8,ws-nola_dorsey,NOLA,DORSEY,Reading
agnes_hicks,10.10.91.92,Grouper-Groups,fr,51:C1:DB:E7:DF:A4,ws-agnes_hicks,AGNES,HICKS,Paris
rich_munoz,10.3.14.32,ServiceAccounts,us,66:F1:BD:69:90:AF,ws-rich_munoz,RICH,MUNOZ,Austin
maria_phillips,10.10.99.85,AWS,fr,23:1F:0E:26:70:D7,ws-maria_phillips,MARIA,PHILLIPS,Paris
leann_lindsay,10.8.121.233,T2-Permissions,ie,85:79:34:7E:1F:E6,ws-leann_lindsay,LEANN,LINDSAY,Galway
suzanne_jenkins,10.5.100.129,HRE,gb,90:98:90:0F:17:30,ws-suzanne_jenkins,SUZANNE,JENKINS,Reading
abel_holcomb,10.7.221.178,Devices,ie,3F:AA:09:5B:23:A5,ws-abel_holcomb,ABEL,HOLCOMB,Dublin
josie_dillon,10.14.217.24,Testing,il,F5:06:1A:89:45:B8,ws-josie_dillon,JOSIE,DILLON,Tel Aviv
freeman_johnston,10.10.34.26,Test,fr,A2:6D:01:3C:BF:32,ws-freeman_johnston,FREEMAN,JOHNSTON,Paris
jack_humphrey,10.16.1.223,Devices,in,3B:F9:FA:A6:EA:2C,ws-jack_humphrey,JACK,HUMPHREY,Bangalore
nadine_hess,10.3.139.79,Devices,us,F2:C4:CB:72:52:B0,ws-nadine_hess,NADINE,HESS,Austin
hershel_miller,10.16.105.97,ServiceAccounts,in,8A:37:5D:3C:86:79,ws-hershel_miller,HERSHEL,MILLER,Bangalore
marcus_osborn,10.12.3.68,ServiceAccounts,au,45:71:8C:14:71:E6,ws-marcus_osborn,MARCUS,OSBORN,Melbourne
dewitt_rosales,10.10.25.18,Grouper-Groups,fr,D4:66:1A:1F:BD:64,ws-dewitt_rosales,DEWITT,ROSALES,Paris
jeanine_bradley,10.8.28.182,Groups,ie,AC:54:55:0A:C3:81,ws-jeanine_bradley,JEANINE,BRADLEY,Galway
etta_vang,10.3.136.89,Groups,us,83:FB:95:4F:BD:04,ws-etta_vang,ETTA,VANG,Austin
aron_tucker,10.2.180.175,Test,us,E3:4F:3A:1A:8A:F7,ws-aron_tucker,ARON,TUCKER,Arlington
johanna_grimes,10.12.205.97,Tier 1,au,D3:3F:0C:39:63:C8,ws-johanna_grimes,JOHANNA,GRIMES,Melbourne
bettie_meyers,10.4.238.79,BDE,us,65:2F:A9:F1:50:BF,ws-bettie_meyers,BETTIE,MEYERS,Tampa
archie_rodriguez,10.5.81.114,Devices,gb,FF:32:EB:58:A3:A9,ws-archie_rodriguez,ARCHIE,RODRIGUEZ,Reading
tracie_martin,10.10.111.20,Devices,fr,AE:ED:A3:ED:BD:4D,ws-tracie_martin,TRACIE,MARTIN,Paris
diego_neal,10.16.41.80,Admin,in,D8:46:25:B9:88:E5,ws-diego_neal,DIEGO,NEAL,Bangalore
emery_carpenter,10.12.20.151,ESM,au,F9:10:C7:1A:D6:22,ws-emery_carpenter,EMERY,CARPENTER,Melbourne
major_conner,10.15.152.132,Groups,jp,3B:D9:7B:93:24:C0,ws-major_conner,MAJOR,CONNER,Tokyo
liliana_bridges,10.2.216.129,Test,us,3F:6E:70:DC:82:0B,ws-liliana_bridges,LILIANA,BRIDGES,Arlington
trey_matthews,10.11.107.114,Groups,cz,B8:95:F9:86:BC:7F,ws-trey_matthews,TREY,MATTHEWS,Prague
geneva_maldonado,10.11.41.195,Groups,cz,6B:19:C7:79:4C:33,ws-geneva_maldonado,GENEVA,MALDONADO,Prague
cody_dodson,10.9.132.41,Devices,de,6F:E7:B2:7A:01:2F,ws-cody_dodson,CODY,DODSON,Munich
dalton_velasquez,10.2.14.10,ServiceAccounts,us,4C:95:5F:8A:97:A9,ws-dalton_velasquez,DALTON,VELASQUEZ,Arlington
gladys_lara,10.14.209.204,Test,il,AC:C5:02:75:1E:12,ws-gladys_lara,GLADYS,LARA,Tel Aviv
chasity_cannon,10.16.27.139,Devices,in,91:FE:FA:99:6D:22,ws-chasity_cannon,CHASITY,CANNON,Bangalore
karl_porter,10.7.115.241,BDE,ie,73:4F:22:2F:C9:8E,ws-karl_porter,KARL,PORTER,Dublin
maureen_barr,10.8.231.148,Devices,ie,7B:17:8D:9B:6F:FC,ws-maureen_barr,MAUREEN,BARR,Galway
minnie_alvarado,10.5.161.240,Groups,gb,4A:7F:84:37:18:56,ws-minnie_alvarado,MINNIE,ALVARADO,Reading
tommy_rivas,10.3.13.31,GOO,us,2E:74:99:77:37:E5,ws-tommy_rivas,TOMMY,RIVAS,Austin
megan_ryan,10.1.202.155,ServiceAccounts,us,BF:9E:1F:E2:9A:75,ws-megan_ryan,MEGAN,RYAN,Boston
mai_schwartz,10.12.7.11,SEC,au,98:61:A1:4A:7F:F5,ws-mai_schwartz,MAI,SCHWARTZ,Melbourne
emilia_sanders,10.8.177.105,Tier 1,ie,A4:69:8C:1C:65:C8,ws-emilia_sanders,EMILIA,SANDERS,Galway
monroe_manning,10.12.185.115,Devices,au,4C:BC:09:E5:B8:DC,ws-monroe_manning,MONROE,MANNING,Melbourne
wendi_chase,10.2.74.250,Devices,us,35:37:4C:DD:BE:EB,ws-wendi_chase,WENDI,CHASE,Arlington
gerry_doyle,10.6.12.197,Testing,ie,94:3E:B7:A2:11:8C,ws-gerry_doyle,GERRY,DOYLE,Belfast
rosalind_mcmahon,10.12.36.215,Groups,au,41:A6:25:78:FE:DA,ws-rosalind_mcmahon,ROSALIND,MCMAHON,Melbourne
carson_paul,10.4.68.211,Test,us,5C:FB:29:81:DA:E2,ws-carson_paul,CARSON,PAUL,Tampa
arlene_head,10.12.55.223,T1-Permissions,au,03:04:EF:A8:93:2C,ws-arlene_head,ARLENE,HEAD,Melbourne
latoya_schneider,10.7.234.110,FIN,ie,55:63:42:D6:1C:10,ws-latoya_schneider,LATOYA,SCHNEIDER,Dublin
young_franks,10.4.88.123,Devices,us,3C:B4:A1:C7:C1:7A,ws-young_franks,YOUNG,FRANKS,Tampa
joe_knox,10.12.242.130,ServiceAccounts,au,76:17:90:A9:AE:A4,ws-joe_knox,JOE,KNOX,Melbourne
wyatt_walker,10.5.57.213,HRE,gb,26:88:FA:70:62:58,ws-wyatt_walker,WYATT,WALKER,Reading
dona_mcgowan,10.10.9.234,Devices,fr,17:9B:0C:D6:79:66,ws-dona_mcgowan,DONA,MCGOWAN,Paris
bessie_byers,10.16.60.200,Devices,in,25:37:9B:06:7B:ED,ws-bessie_byers,BESSIE,BYERS,Bangalore
lenora_saunders,10.13.153.20,ServiceAccounts,sg,2F:6A:5C:0E:30:52,ws-lenora_saunders,LENORA,SAUNDERS,Singapore
dirk_dotson,10.15.180.119,T2-Accounts,jp,51:BD:FD:ED:A2:59,ws-dirk_dotson,DIRK,DOTSON,Tokyo
tina_rush,10.5.119.179,Tier 1,gb,45:57:7F:42:5A:0E,ws-tina_rush,TINA,RUSH,Reading
philip_warren,10.11.74.116,Devices,cz,51:30:98:59:B4:23,ws-philip_warren,PHILIP,WARREN,Prague
tracey_williams,10.16.193.214,Groups,in,90:6B:E4:66:97:D7,ws-tracey_williams,TRACEY,WILLIAMS,Bangalore
kenton_bolton,10.11.201.166,.SecFrame.com,cz,59:D7:13:14:EE:2E,ws-kenton_bolton,KENTON,BOLTON,Prague
althea_poole,10.5.155.61,GOO,gb,97:38:50:FE:AE:5B,ws-althea_poole,ALTHEA,POOLE,Reading
sheryl_malone,10.4.81.133,Test,us,49:B7:BF:24:FE:D6,ws-sheryl_malone,SHERYL,MALONE,Tampa
lenny_hansen,10.10.101.33,Devices,fr,74:37:3F:2B:6B:F6,ws-lenny_hansen,LENNY,HANSEN,Paris
anita_burgess,10.11.86.36,Groups,cz,61:82:A5:23:DE:D6,ws-anita_burgess,ANITA,BURGESS,Prague
marjorie_ortega,10.6.200.170,Deprovisioned,ie,6B:9D:EB:8C:88:BA,ws-marjorie_ortega,MARJORIE,ORTEGA,Belfast
lorene_huffman,10.9.176.46,ServiceAccounts,de,19:1E:7D:31:C6:D0,ws-lorene_huffman,LORENE,HUFFMAN,Munich
ursula_chambers,10.10.58.157,Groups,fr,0F:39:68:82:28:50,ws-ursula_chambers,URSULA,CHAMBERS,Paris
charmaine_branch,10.3.42.48,Test,us,4A:90:D5:0C:29:27,ws-charmaine_branch,CHARMAINE,BRANCH,Austin
ross_benson,10.16.137.82,Domain Controllers,in,E8:4E:CC:D8:7B:B3,ws-ross_benson,ROSS,BENSON,Bangalore
thad_mayo,10.14.158.174,Groups,il,4E:75:86:D6:02:38,ws-thad_mayo,THAD,MAYO,Tel Aviv
louisa_bullock,10.14.158.91,Test,il,F8:20:99:84:72:DE,ws-louisa_bullock,LOUISA,BULLOCK,Tel Aviv
elsa_winters,10.15.107.133,ITS,jp,B4:34:43:16:80:59,ws-elsa_winters,ELSA,WINTERS,Tokyo
dianna_hancock,10.12.49.177,ServiceAccounts,au,ED:29:B4:3F:EA:9C,ws-dianna_hancock,DIANNA,HANCOCK,Melbourne
sanford_day,10.16.34.89,Devices,in,D2:F1:CD:F5:3E:B5,ws-sanford_day,SANFORD,DAY,Bangalore
carla_hunter,10.2.56.251,Devices,us,6C:83:2F:4C:B5:29,ws-carla_hunter,CARLA,HUNTER,Arlington
russel_gross,10.16.169.111,ESM,in,D2:84:DE:22:40:39,ws-russel_gross,RUSSEL,GROSS,Bangalore
wayne_brown,10.16.50.182,ServiceAccounts,in,4D:B5:D4:95:CA:CE,ws-wayne_brown,WAYNE,BROWN,Bangalore
genevieve_hodges,10.5.157.178,ServiceAccounts,gb,EF:50:76:19:B9:DE,ws-genevieve_hodges,GENEVIEVE,HODGES,Reading
jerry_allison,10.7.232.96,OGC,ie,E5:FA:B7:93:4E:B4,ws-jerry_allison,JERRY,ALLISON,Dublin
george_benson,10.15.215.19,Test,jp,9B:15:94:7A:D9:BC,ws-george_benson,GEORGE,BENSON,Tokyo
magdalena_wise,10.2.112.114,Test,us,28:4C:3B:3A:D4:CE,ws-magdalena_wise,MAGDALENA,WISE,Arlington
patricia_fields,10.15.165.146,FSR,jp,75:5A:7D:98:E2:70,ws-patricia_fields,PATRICIA,FIELDS,Tokyo
luis_buckley,10.1.217.94,Test,us,AF:17:44:CD:44:75,ws-luis_buckley,LUIS,BUCKLEY,Boston
ruben_meyers,10.15.169.78,Test,jp,5A:2C:42:E9:8C:1D,ws-ruben_meyers,RUBEN,MEYERS,Tokyo
sonny_moran,10.11.224.41,ServiceAccounts,cz,24:8A:7F:4D:92:7A,ws-sonny_moran,SONNY,MORAN,Prague
christoper_shepard,10.11.89.97,Devices,cz,A1:51:61:A6:D9:66,ws-christoper_shepard,CHRISTOPER,SHEPARD,Prague
lilia_fisher,10.1.144.240,Devices,us,80:9B:ED:EF:C6:52,ws-lilia_fisher,LILIA,FISHER,Boston
newton_rodriquez,10.8.198.137,Test,ie,0F:AE:55:16:A4:DE,ws-newton_rodriquez,NEWTON,RODRIQUEZ,Galway
wayne_kennedy,10.12.91.149,ServiceAccounts,au,75:94:62:C0:F8:91,ws-wayne_kennedy,WAYNE,KENNEDY,Melbourne
diane_cunningham,10.12.31.64,Devices,au,F7:4C:0B:5A:6A:FD,ws-diane_cunningham,DIANE,CUNNINGHAM,Melbourne
sylvia_alford,10.1.252.148,ServiceAccounts,us,2E:27:83:02:6F:A8,ws-sylvia_alford,SYLVIA,ALFORD,Boston
kelly_pearson,10.9.143.40,ServiceAccounts,de,A1:EC:FB:F5:E9:AA,ws-kelly_pearson,KELLY,PEARSON,Munich
emilia_gould,10.6.214.89,Test,ie,19:76:5B:27:CB:9B,ws-emilia_gould,EMILIA,GOULD,Belfast
merle_randall,10.3.163.143,GOO,us,E6:0D:81:8C:E5:E1,ws-merle_randall,MERLE,RANDALL,Austin
greta_carson,10.12.108.42,Tier 0,au,58:A5:58:F3:B7:A5,ws-greta_carson,GRETA,CARSON,Melbourne
federico_hunter,10.10.231.3,Devices,fr,A1:2B:20:43:73:57,ws-federico_hunter,FEDERICO,HUNTER,Paris
jorge_bishop,10.16.217.52,Groups,in,91:FD:EF:39:91:73,ws-jorge_bishop,JORGE,BISHOP,Bangalore
delmer_wynn,10.16.114.192,Test,in,EA:E4:41:8B:94:61,ws-delmer_wynn,DELMER,WYNN,Bangalore
vince_lloyd,10.15.117.181,Unassociated,jp,EE:72:AF:8E:4C:61,ws-vince_lloyd,VINCE,LLOYD,Tokyo
morris_hyde,10.11.234.96,ITS,cz,55:E9:FE:74:1A:59,ws-morris_hyde,MORRIS,HYDE,Prague
chris_skinner,10.1.144.205,Groups,us,27:C5:0B:7C:B7:E4,ws-chris_skinner,CHRIS,SKINNER,Boston
lottie_anthony,10.4.119.24,Devices,us,AD:66:F8:AF:0A:F4,ws-lottie_anthony,LOTTIE,ANTHONY,Tampa
carey_briggs,10.14.113.190,Testing,il,B5:ED:38:FF:42:D1,ws-carey_briggs,CAREY,BRIGGS,Tel Aviv
josephine_powell,10.6.189.201,Devices,ie,2F:DD:7B:EB:A5:EA,ws-josephine_powell,JOSEPHINE,POWELL,Belfast
cornelius_kane,10.16.119.174,Devices,in,EF:20:63:3D:0A:20,ws-cornelius_kane,CORNELIUS,KANE,Bangalore
kate_erickson,10.2.92.93,Test,us,E0:71:F4:3A:68:C7,ws-kate_erickson,KATE,ERICKSON,Arlington
hiram_franklin,10.13.222.226,Groups,sg,56:E9:22:2F:B4:D8,ws-hiram_franklin,HIRAM,FRANKLIN,Singapore
pearlie_mcintosh,10.16.86.24,ESM,in,16:5B:08:B5:D5:DC,ws-pearlie_mcintosh,PEARLIE,MCINTOSH,Bangalore
woodrow_jordan,10.7.100.26,HRE,ie,C9:F3:47:F2:46:BA,ws-woodrow_jordan,WOODROW,JORDAN,Dublin
emerson_wolf,10.14.223.9,ServiceAccounts,il,2E:7B:7D:41:06:BB,ws-emerson_wolf,EMERSON,WOLF,Tel Aviv
carol_burks,10.5.218.218,Test,gb,9A:C5:C6:FE:FB:DD,ws-carol_burks,CAROL,BURKS,Reading
eugene_alvarado,10.14.180.200,ServiceAccounts,il,48:14:87:7F:D9:D8,ws-eugene_alvarado,EUGENE,ALVARADO,Tel Aviv
barton_christian,10.15.253.115,GOO,jp,1C:01:9A:ED:40:4A,ws-barton_christian,BARTON,CHRISTIAN,Tokyo
freeman_kaufman,10.1.250.143,Test,us,29:9C:73:AE:45:F8,ws-freeman_kaufman,FREEMAN,KAUFMAN,Boston
melody_hampton,10.4.127.125,Devices,us,BC:63:9D:67:B2:CF,ws-melody_hampton,MELODY,HAMPTON,Tampa
corinne_alston,10.11.77.154,Devices,cz,FE:61:EB:86:5A:EC,ws-corinne_alston,CORINNE,ALSTON,Prague
jeanine_mendez,10.3.159.171,Grouper-Groups,us,87:52:57:41:B5:7A,ws-jeanine_mendez,JEANINE,MENDEZ,Austin
reid_forbes,10.6.155.168,ServiceAccounts,ie,0F:6B:E1:87:B8:2B,ws-reid_forbes,REID,FORBES,Belfast
hugo_snider,10.9.111.170,Groups,de,08:47:B8:C2:25:05,ws-hugo_snider,HUGO,SNIDER,Munich
monica_stephenson,10.16.157.159,Groups,in,A5:ED:37:A3:90:25,ws-monica_stephenson,MONICA,STEPHENSON,Bangalore
jeffery_rogers,10.2.68.146,OGC,us,07:EF:74:74:49:AB,ws-jeffery_rogers,JEFFERY,ROGERS,Arlington
alvaro_leonard,10.5.227.36,ServiceAccounts,gb,07:57:5B:AD:62:F2,ws-alvaro_leonard,ALVARO,LEONARD,Reading
glenn_randall,10.5.130.61,Groups,gb,10:76:FA:64:D4:1F,ws-glenn_randall,GLENN,RANDALL,Reading
althea_galloway,10.14.209.107,AWS,il,13:48:C1:FE:F6:AB,ws-althea_galloway,ALTHEA,GALLOWAY,Tel Aviv
lola_sykes,10.4.38.79,Groups,us,56:21:B7:14:95:AE,ws-lola_sykes,LOLA,SYKES,Tampa
tracie_harding,10.1.121.225,OGC,us,A6:A5:C2:16:18:BD,ws-tracie_harding,TRACIE,HARDING,Boston
brittany_guerrero,10.5.161.194,Test,gb,1E:55:3E:6A:55:A4,ws-brittany_guerrero,BRITTANY,GUERRERO,Reading
harriet_alvarez,10.16.19.171,Test,in,35:C1:B5:FB:A0:A1,ws-harriet_alvarez,HARRIET,ALVAREZ,Bangalore
lillian_franks,10.15.121.220,AZR,jp,33:87:73:B8:7E:0C,ws-lillian_franks,LILLIAN,FRANKS,Tokyo
maria_sharp,10.14.159.101,ESM,il,13:5B:9F:F9:B4:14,ws-maria_sharp,MARIA,SHARP,Tel Aviv
quincy_workman,10.10.252.92,T2-Devices,fr,B6:02:19:95:1F:93,ws-quincy_workman,QUINCY,WORKMAN,Paris
lea_wynn,10.2.8.126,Groups,us,A7:9A:99:1B:55:9E,ws-lea_wynn,LEA,WYNN,Arlington
essie_hooper,10.12.129.186,T0-Roles,au,45:1D:B8:B7:EA:54,ws-essie_hooper,ESSIE,HOOPER,Melbourne
deana_valdez,10.2.33.136,T0-Permissions,us,46:4D:3B:30:96:6B,ws-deana_valdez,DEANA,VALDEZ,Arlington
clyde_parrish,10.4.29.153,Groups,us,F0:60:AB:AA:FD:A5,ws-clyde_parrish,CLYDE,PARRISH,Tampa
buddy_sellers,10.12.208.50,Groups,au,FC:13:99:57:45:A2,ws-buddy_sellers,BUDDY,SELLERS,Melbourne
sabrina_russell,10.5.237.222,OGC,gb,56:0F:0B:D2:2B:AF,ws-sabrina_russell,SABRINA,RUSSELL,Reading
marc_dean,10.7.60.45,Test,ie,0E:C8:25:B3:E8:F6,ws-marc_dean,MARC,DEAN,Dublin
eldon_wheeler,10.14.212.34,Devices,il,FD:19:6F:90:E9:4B,ws-eldon_wheeler,ELDON,WHEELER,Tel Aviv
jayson_reid,10.12.21.173,Groups,au,EA:7D:E2:90:74:82,ws-jayson_reid,JAYSON,REID,Melbourne
vicente_herrera,10.16.24.99,ESM,in,BE:69:F6:44:35:7A,ws-vicente_herrera,VICENTE,HERRERA,Bangalore
bryant_stein,10.7.193.118,Groups,ie,ED:A8:D3:20:A1:FC,ws-bryant_stein,BRYANT,STEIN,Dublin
charlotte_reeves,10.4.224.33,Unassociated,us,DD:C1:6D:A4:60:44,ws-charlotte_reeves,CHARLOTTE,REEVES,Tampa
salvatore_hunt,10.6.80.195,Domain Controllers,ie,55:09:7B:E9:C0:3C,ws-salvatore_hunt,SALVATORE,HUNT,Belfast
concepcion_doyle,10.13.243.112,FSR,sg,DA:87:0D:A7:C4:54,ws-concepcion_doyle,CONCEPCION,DOYLE,Singapore
monte_gilliam,10.3.144.116,AZR,us,C8:D4:5D:26:E0:EC,ws-monte_gilliam,MONTE,GILLIAM,Austin
mervin_contreras,10.11.15.142,Test,cz,C0:6F:71:3E:54:8C,ws-mervin_contreras,MERVIN,CONTRERAS,Prague
juliet_townsend,10.8.23.243,AWS,ie,9E:F3:7D:6B:39:36,ws-juliet_townsend,JULIET,TOWNSEND,Galway
jamel_sampson,10.9.132.147,Test,de,DB:05:1E:68:FF:F8,ws-jamel_sampson,JAMEL,SAMPSON,Munich
christian_kane,10.5.203.13,GOO,gb,18:80:A0:13:3E:F2,ws-christian_kane,CHRISTIAN,KANE,Reading
gerardo_ford,10.5.55.9,Test,gb,55:A9:C7:AB:FA:70,ws-gerardo_ford,GERARDO,FORD,Reading
terrence_berg,10.7.162.202,Groups,ie,B1:76:1D:77:2D:00,ws-terrence_berg,TERRENCE,BERG,Dublin
dee_hensley,10.10.175.159,Devices,fr,D0:5B:EA:C1:40:A9,ws-dee_hensley,DEE,HENSLEY,Paris
juana_huber,10.11.212.51,Test,cz,A6:9B:2C:FC:71:0E,ws-juana_huber,JUANA,HUBER,Prague
joan_ferguson,10.7.200.66,Devices,ie,E9:DB:84:97:37:31,ws-joan_ferguson,JOAN,FERGUSON,Dublin
wilson_lancaster,10.10.86.33,SEC,fr,E7:7E:44:B6:AF:0B,ws-wilson_lancaster,WILSON,LANCASTER,Paris
josie_walsh,10.14.128.127,Groups,il,50:1F:82:26:8F:37,ws-josie_walsh,JOSIE,WALSH,Tel Aviv
diana_kramer,10.6.227.18,Groups,ie,43:9E:DF:96:55:1D,ws-diana_kramer,DIANA,KRAMER,Belfast
heath_duncan,10.5.191.192,SEC,gb,5B:FE:64:85:C7:31,ws-heath_duncan,HEATH,DUNCAN,Reading
lindsey_palmer,10.4.113.59,ServiceAccounts,us,D6:C6:89:52:51:D2,ws-lindsey_palmer,LINDSEY,PALMER,Tampa
greg_harding,10.10.122.70,Groups,fr,A0:ED:80:0E:80:43,ws-greg_harding,GREG,HARDING,Paris
mohammed_welch,10.6.132.124,Groups,ie,9C:1F:E4:92:12:4A,ws-mohammed_welch,MOHAMMED,WELCH,Belfast
gordon_cooley,10.11.27.17,TST,cz,DC:BA:F1:B0:FA:DB,ws-gordon_cooley,GORDON,COOLEY,Prague
bryan_lambert,10.16.8.168,Devices,in,2E:CF:7D:65:1E:4F,ws-bryan_lambert,BRYAN,LAMBERT,Bangalore
jamie_gilliam,10.11.66.133,TST,cz,E6:70:79:3F:FF:5D,ws-jamie_gilliam,JAMIE,GILLIAM,Prague
beatrice_parker,10.4.66.229,Test,us,80:B4:6D:97:B4:08,ws-beatrice_parker,BEATRICE,PARKER,Tampa
elton_byrd,10.1.41.193,Test,us,11:AE:35:9D:77:99,ws-elton_byrd,ELTON,BYRD,Boston
patricia_massey,10.5.155.226,Groups,gb,75:5F:69:C6:CA:4F,ws-patricia_massey,PATRICIA,MASSEY,Reading
gail_suarez,10.5.162.168,FIN,gb,F0:1B:9C:EA:AA:A9,ws-gail_suarez,GAIL,SUAREZ,Reading
frankie_santos,10.12.159.121,Groups,au,5F:4D:3E:50:68:C1,ws-frankie_santos,FRANKIE,SANTOS,Melbourne
eve_rivers,10.15.222.246,Test,jp,45:19:A2:28:5C:C2,ws-eve_rivers,EVE,RIVERS,Tokyo
john_lindsay,10.4.100.253,Staging,us,DE:52:FE:68:D2:BA,ws-john_lindsay,JOHN,LINDSAY,Tampa
nancy_neal,10.15.22.185,ServiceAccounts,jp,74:A1:B3:E0:53:2D,ws-nancy_neal,NANCY,NEAL,Tokyo
kaye_estrada,10.13.206.135,BDE,sg,69:EA:16:E1:2A:AC,ws-kaye_estrada,KAYE,ESTRADA,Singapore
rodolfo_johns,10.2.236.35,Devices,us,7C:78:CA:FF:6C:3D,ws-rodolfo_johns,RODOLFO,JOHNS,Arlington
rochelle_buckley,10.16.82.64,FIN,in,14:C0:91:E8:C8:A2,ws-rochelle_buckley,ROCHELLE,BUCKLEY,Bangalore
thad_barr,10.13.165.70,Test,sg,4E:58:2D:F5:7F:E0,ws-thad_barr,THAD,BARR,Singapore
wm_robles,10.3.154.106,Groups,us,C3:3F:DF:5C:E4:3D,ws-wm_robles,WM,ROBLES,Austin
derrick_frank,10.1.174.156,Groups,us,32:E7:5C:C5:BB:DE,ws-derrick_frank,DERRICK,FRANK,Boston
summer_cline,10.12.219.135,ServiceAccounts,au,F2:F7:25:1C:33:93,ws-summer_cline,SUMMER,CLINE,Melbourne
anne_mccray,10.10.193.146,Groups,fr,C9:C4:51:10:E7:E1,ws-anne_mccray,ANNE,MCCRAY,Paris
lena_good,10.8.111.118,SEC,ie,D9:6E:0F:B6:66:88,ws-lena_good,LENA,GOOD,Galway
terrance_conner,10.16.2.31,Groups,in,DE:89:7C:24:7D:D4,ws-terrance_conner,TERRANCE,CONNER,Bangalore
vince_hale,10.9.104.137,Domain Controllers,de,66:2D:EF:0F:34:01,ws-vince_hale,VINCE,HALE,Munich
latasha_singleton,10.11.96.30,Devices,cz,86:42:76:D0:44:7F,ws-latasha_singleton,LATASHA,SINGLETON,Prague
kurtis_woodward,10.12.4.64,Test,au,FB:C9:A5:CB:FC:0E,ws-kurtis_woodward,KURTIS,WOODWARD,Melbourne
kathleen_maynard,10.7.74.186,Devices,ie,9A:44:B7:70:32:AC,ws-kathleen_maynard,KATHLEEN,MAYNARD,Dublin
lula_reyes,10.2.153.76,Devices,us,08:88:45:AD:B4:D4,ws-lula_reyes,LULA,REYES,Arlington
concetta_carlson,10.2.31.94,Devices,us,7D:C5:C2:25:EA:49,ws-concetta_carlson,CONCETTA,CARLSON,Arlington
