nameuser,ipint,usergroup,country,usermac,userworkstation,firstname,lastname,usercity
addie_snow,10.15.35.174,Test,jp,F8:52:B8:2D:DE:01,ws-addie_snow,ADDIE,SNOW,Tokyo
weldon_farmer,10.16.206.203,Groups,in,7B:C5:FC:38:F1:CC,ws-weldon_farmer,WELDON,FARMER,Bangalore
marcie_cortez,10.1.208.127,SEC,us,D7:DA:D5:C4:D8:34,ws-marcie_cortez,MARCIE,CORTEZ,Boston
bernadine_ochoa,10.2.251.160,HRE,us,07:8B:6B:C0:46:08,ws-bernadine_ochoa,BERNADINE,OCHOA,Arlington
karen_sellers,10.13.9.59,ServiceAccounts,sg,B7:D0:0B:CB:20:CF,ws-karen_sellers,KAREN,SELLERS,Singapore
leola_sullivan,10.14.231.138,People,il,17:24:33:97:1F:21,ws-leola_sullivan,LEOLA,SULLIVAN,Tel Aviv
kimberly_booker,10.14.169.173,Devices,il,DE:2F:7A:7E:55:73,ws-kimberly_booker,KIMBERLY,BOOKER,Tel Aviv
rigoberto_david,10.6.165.50,Devices,ie,11:EB:B4:57:08:95,ws-rigoberto_david,RIGOBERTO,DAVID,Belfast
emily_moran,10.3.20.120,Groups,us,B7:23:15:65:A3:13,ws-emily_moran,EMILY,MORAN,Austin
ahmad_oneill,10.6.72.16,HRE,ie,B8:C5:31:74:38:07,ws-ahmad_oneill,AHMAD,ONEILL,Belfast
julius_grimes,10.9.4.198,Devices,de,93:BD:AA:0E:24:76,ws-julius_grimes,JULIUS,GRIMES,Munich
lindsey_dalton,10.10.22.34,T0-Servers,fr,7A:66:AC:14:04:89,ws-lindsey_dalton,LINDSEY,DALTON,Paris
katharine_kelly,10.2.149.204,Test,us,7B:56:97:57:14:13,ws-katharine_kelly,KATHARINE,KELLY,Arlington
annmarie_spears,10.3.252.210,Test,us,56:11:38:F9:96:E1,ws-annmarie_spears,ANNMARIE,SPEARS,Austin
brigitte_collins,10.2.232.162,Devices,us,35:8A:42:FF:89:58,ws-brigitte_collins,BRIGITTE,COLLINS,Arlington
diego_ewing,10.7.207.175,OGC,ie,C4:9E:60:F0:CE:11,ws-diego_ewing,DIEGO,EWING,Dublin
lenny_swanson,10.8.250.112,Devices,ie,4A:A9:5C:C5:A0:13,ws-lenny_swanson,LENNY,SWANSON,Galway
roscoe_king,10.6.148.135,Groups,ie,72:8D:BF:A4:72:10,ws-roscoe_king,ROSCOE,KING,Belfast
jarred_mendoza,10.10.242.126,ServiceAccounts,fr,0A:93:9E:EE:D5:17,ws-jarred_mendoza,JARRED,MENDOZA,Paris
gerardo_barlow,10.11.147.210,T0-Permissions,cz,F0:46:C6:88:30:60,ws-gerardo_barlow,GERARDO,BARLOW,Prague
rosalie_levy,10.9.197.163,Test,de,57:9D:48:FE:7B:51,ws-rosalie_levy,ROSALIE,LEVY,Munich
shawna_mcknight,10.1.66.228,ServiceAccounts,us,31:AF:B0:CF:C3:EC,ws-shawna_mcknight,SHAWNA,MCKNIGHT,Boston
leslie_pickett,10.15.207.102,T2-Roles,jp,BF:37:76:AE:15:34,ws-leslie_pickett,LESLIE,PICKETT,Tokyo
ward_medina,10.5.217.33,Devices,gb,9D:26:57:F9:CA:03,ws-ward_medina,WARD,MEDINA,Reading
ruthie_fox,10.13.195.29,Groups,sg,2B:E5:01:38:13:39,ws-ruthie_fox,RUTHIE,FOX,Singapore
maude_collins,10.1.111.87,BDE,us,68:C3:84:0B:A6:13,ws-maude_collins,MAUDE,COLLINS,Boston
clinton_romero,10.9.38.109,T2-Roles,de,E8:75:F0:D7:C5:A3,ws-clinton_romero,CLINTON,ROMERO,Munich
sophie_murray,10.3.77.75,Test,us,6E:01:25:78:6C:42,ws-sophie_murray,SOPHIE,MURRAY,Austin
verna_gray,10.11.235.67,Groups,cz,E4:21:59:B0:1F:27,ws-verna_gray,VERNA,GRAY,Prague
lidia_watts,10.5.200.4,Testing,gb,E5:5D:F7:1D:8E:84,ws-lidia_watts,LIDIA,WATTS,Reading
mauro_mooney,10.2.43.205,AWS,us,B2:2F:E5:39:2B:8F,ws-mauro_mooney,MAURO,MOONEY,Arlington
devon_burton,10.9.87.86,TST,de,D1:84:7F:AA:81:E0,ws-devon_burton,DEVON,BURTON,Munich
jaime_ramsey,10.4.196.104,ServiceAccounts,us,9C:59:A1:8A:20:97,ws-jaime_ramsey,JAIME,RAMSEY,Tampa
marcelo_gordon,10.12.186.72,ServiceAccounts,au,A0:1D:AC:BA:16:18,ws-marcelo_gordon,MARCELO,GORDON,Melbourne
justine_whitley,10.14.202.162,ESM,il,A7:8A:87:C6:32:7F,ws-justine_whitley,JUSTINE,WHITLEY,Tel Aviv
ron_glover,10.11.45.179,Test,cz,92:0F:AC:14:2C:34,ws-ron_glover,RON,GLOVER,Prague
christie_patrick,10.9.245.132,Groups,de,25:4F:21:E6:06:15,ws-christie_patrick,CHRISTIE,PATRICK,Munich
stacy_black,10.2.175.218,TST,us,FB:88:31:89:57:1D,ws-stacy_black,STACY,BLACK,Arlington
michel_horton,10.13.18.151,HRE,sg,22:4D:D5:1E:CB:78,ws-michel_horton,MICHEL,HORTON,Singapore
milo_armstrong,10.13.63.38,ITS,sg,AB:C5:F4:EB:1A:2D,ws-milo_armstrong,MILO,ARMSTRONG,Singapore
morris_frost,10.11.20.148,Groups,cz,AC:7A:FA:E4:C5:F4,ws-morris_frost,MORRIS,FROST,Prague
nadia_arnold,10.1.114.241,ServiceAccounts,us,9A:92:15:ED:CD:2C,ws-nadia_arnold,NADIA,ARNOLD,Boston
otis_coffey,10.12.89.101,Groups,au,68:08:59:AF:1C:59,ws-otis_coffey,OTIS,COFFEY,Melbourne
frances_boyer,10.16.237.106,Devices,in,24:C7:FA:55:D4:21,ws-frances_boyer,FRANCES,BOYER,Bangalore
boris_sims,10.1.122.62,Devices,us,D4:06:5F:ED:B4:A5,ws-boris_sims,BORIS,SIMS,Boston
lonnie_fisher,10.2.235.182,FIN,us,45:8E:EC:F9:B2:E6,ws-lonnie_fisher,LONNIE,FISHER,Arlington
normand_klein,10.14.237.230,Test,il,11:DD:CA:39:FE:B9,ws-normand_klein,NORMAND,KLEIN,Tel Aviv
daren_delacruz,10.3.150.164,Groups,us,D2:A0:30:62:0C:70,ws-daren_delacruz,DAREN,DELACRUZ,Austin
roderick_mitchell,10.5.135.172,ESM,gb,CE:10:71:24:E3:06,ws-roderick_mitchell,RODERICK,MITCHELL,Reading
efrain_strong,10.12.169.172,Groups,au,73:B4:4E:26:F3:B9,ws-efrain_strong,EFRAIN,STRONG,Melbourne
isabelle_malone,10.15.253.139,ESM,jp,E7:36:1F:85:92:33,ws-isabelle_malone,ISABELLE,MALONE,Tokyo
gilda_albert,10.4.123.34,Test,us,5E:99:C6:56:61:E1,ws-gilda_albert,GILDA,ALBERT,Tampa
wilmer_salas,10.9.165.64,ServiceAccounts,de,D8:F3:CE:99:AD:84,ws-wilmer_salas,WILMER,SALAS,Munich
leon_wilkins,10.2.215.230,Test,us,41:F6:76:1C:B4:CD,ws-leon_wilkins,LEON,WILKINS,Arlington
antony_davidson,10.11.72.123,Test,cz,6F:F8:A7:13:B9:8C,ws-antony_davidson,ANTONY,DAVIDSON,Prague
darryl_norman,10.13.26.29,Devices,sg,40:14:C8:6C:4E:6C,ws-darryl_norman,DARRYL,NORMAN,Singapore
karyn_ball,10.15.4.46,Devices,jp,C1:71:8E:09:F2:D3,ws-karyn_ball,KARYN,BALL,Tokyo
mayra_barrett,10.1.240.199,Groups,us,96:ED:89:E2:E3:69,ws-mayra_barrett,MAYRA,BARRETT,Boston
shirley_sanford,10.16.172.30,Groups,in,0C:A7:5D:E6:D9:98,ws-shirley_sanford,SHIRLEY,SANFORD,Bangalore
carissa_powers,10.4.81.33,Quarantine,us,51:F8:BB:18:61:B8,ws-carissa_powers,CARISSA,POWERS,Tampa
bruce_jennings,10.2.116.172,Devices,us,C0:FA:61:AD:6B:5A,ws-bruce_jennings,BRUCE,JENNINGS,Arlington
christie_castillo,10.8.248.115,GOO,ie,A6:B0:06:C9:96:9C,ws-christie_castillo,CHRISTIE,CASTILLO,Galway
tamara_herman,10.1.248.140,ITS,us,3A:F6:74:59:06:8A,ws-tamara_herman,TAMARA,HERMAN,Boston
weldon_maynard,10.6.175.151,FSR,ie,2C:0E:B2:24:88:70,ws-weldon_maynard,WELDON,MAYNARD,Belfast
dexter_walton,10.12.52.154,ServiceAccounts,au,F7:2C:44:5C:4E:9A,ws-dexter_walton,DEXTER,WALTON,Melbourne
dustin_lawson,10.3.168.2,SEC,us,29:EA:5D:B3:D6:A8,ws-dustin_lawson,DUSTIN,LAWSON,Austin
dionne_pierce,10.1.55.120,ServiceAccounts,us,60:97:DF:EB:9F:A7,ws-dionne_pierce,DIONNE,PIERCE,Boston
ruben_sellers,10.10.42.100,Devices,fr,94:7C:B8:35:25:10,ws-ruben_sellers,RUBEN,SELLERS,Paris
deana_fry,10.13.181.114,Test,sg,3A:FA:88:7A:1A:29,ws-deana_fry,DEANA,FRY,Singapore
sofia_fischer,10.1.23.47,Groups,us,CC:F8:D3:D2:CB:95,ws-sofia_fischer,SOFIA,FISCHER,Boston
lessie_mills,10.14.33.253,ESM,il,B3:EA:60:12:FA:88,ws-lessie_mills,LESSIE,MILLS,Tel Aviv
lynn_fisher,10.11.215.116,ServiceAccounts,cz,52:8E:AE:2F:C8:C4,ws-lynn_fisher,LYNN,FISHER,Prague
reinaldo_erickson,10.10.239.210,GOO,fr,3E:E0:36:15:6D:32,ws-reinaldo_erickson,REINALDO,ERICKSON,Paris
mona_mccarty,10.13.171.185,ServiceAccounts,sg,26:1D:6C:F0:56:6C,ws-mona_mccarty,MONA,MCCARTY,Singapore
lesley_wade,10.6.86.226,Groups,ie,AD:20:FE:37:C1:4E,ws-lesley_wade,LESLEY,WADE,Belfast
kelli_bush,10.2.134.215,Devices,us,F0:C7:31:39:2B:64,ws-kelli_bush,KELLI,BUSH,Arlington
cecile_caldwell,10.4.243.165,Test,us,90:A3:D2:F0:88:38,ws-cecile_caldwell,CECILE,CALDWELL,Tampa
karin_cantrell,10.1.168.65,Tier 0,us,9D:56:7D:35:78:79,ws-karin_cantrell,KARIN,CANTRELL,Boston
mac_rodriquez,10.11.253.217,T1-Servers,cz,40:58:B4:93:F8:EA,ws-mac_rodriquez,MAC,RODRIQUEZ,Prague
petra_hahn,10.7.172.175,Devices,ie,BB:71:88:9F:73:90,ws-petra_hahn,PETRA,HAHN,Dublin
tricia_reed,10.6.167.84,ServiceAccounts,ie,F4:45:C2:A9:D3:6D,ws-tricia_reed,TRICIA,REED,Belfast
kevin_ellison,10.6.90.112,FSR,ie,99:EE:A6:E7:EB:E0,ws-kevin_ellison,KEVIN,ELLISON,Belfast
conrad_goodman,10.13.209.126,Tier 2,sg,9D:20:F2:06:49:D8,ws-conrad_goodman,CONRAD,GOODMAN,Singapore
myron_neal,10.15.55.99,Devices,jp,44:80:A8:7E:D2:1D,ws-myron_neal,MYRON,NEAL,Tokyo
connie_hayes,10.6.59.138,Groups,ie,62:62:EC:E6:37:0D,ws-connie_hayes,CONNIE,HAYES,Belfast
karin_may,10.4.203.88,Groups,us,5C:93:8E:5F:3A:65,ws-karin_may,KARIN,MAY,Tampa
tameka_pratt,10.11.35.102,HRE,cz,A5:E0:99:74:C0:65,ws-tameka_pratt,TAMEKA,PRATT,Prague
wilford_livingston,10.5.230.43,Test,gb,FC:23:62:67:EB:B1,ws-wilford_livingston,WILFORD,LIVINGSTON,Reading
dixie_suarez,10.2.225.81,.SecFrame.com,us,23:81:DD:AD:A8:14,ws-dixie_suarez,DIXIE,SUAREZ,Arlington
alta_estrada,10.15.112.218,Devices,jp,6C:F1:87:D3:DC:B3,ws-alta_estrada,ALTA,ESTRADA,Tokyo
isaiah_paul,10.13.233.167,Devices,sg,E2:C0:07:7F:87:44,ws-isaiah_paul,ISAIAH,PAUL,Singapore
grant_ferguson,10.15.215.142,Groups,jp,B0:88:83:21:AF:BA,ws-grant_ferguson,GRANT,FERGUSON,Tokyo
deon_mcclain,10.16.83.90,ServiceAccounts,in,4D:C5:9B:E0:13:30,ws-deon_mcclain,DEON,MCCLAIN,Bangalore
lynne_rojas,10.6.187.205,Tier 2,ie,4F:33:0B:FB:5B:A3,ws-lynne_rojas,LYNNE,ROJAS,Belfast
elwood_campbell,10.10.146.132,Tier 2,fr,B2:6B:97:EF:C5:D6,ws-elwood_campbell,ELWOOD,CAMPBELL,Paris
cedric_bates,10.9.116.115,AWS,de,37:9B:6D:13:E7:FA,ws-cedric_bates,CEDRIC,BATES,Munich
bertha_barton,10.14.75.169,ServiceAccounts,il,BA:60:BB:67:AF:EA,ws-bertha_barton,BERTHA,BARTON,Tel Aviv
chris_woods,10.2.29.198,Test,us,09:E4:DA:5A:F2:3E,ws-chris_woods,CHRIS,WOODS,Arlington
maryellen_shaffer,10.2.244.220,Test,us,48:B3:CB:F0:75:EC,ws-maryellen_shaffer,MARYELLEN,SHAFFER,Arlington
leta_perkins,10.16.99.242,Groups,in,E1:55:AA:87:63:00,ws-leta_perkins,LETA,PERKINS,Bangalore
lesley_hammond,10.16.90.124,Devices,in,5E:94:B5:88:5B:9F,ws-lesley_hammond,LESLEY,HAMMOND,Bangalore
olga_townsend,10.8.229.225,Devices,ie,10:62:4E:53:F2:B4,ws-olga_townsend,OLGA,TOWNSEND,Galway
frances_dean,10.10.49.63,Groups,fr,CD:02:35:85:E9:D1,ws-frances_dean,FRANCES,DEAN,Paris
mamie_melton,10.7.163.147,Test,ie,92:72:C4:5E:7F:8C,ws-mamie_melton,MAMIE,MELTON,Dublin
gary_slater,10.7.221.136,Test,ie,11:90:78:3C:68:D8,ws-gary_slater,GARY,SLATER,Dublin
kerri_forbes,10.13.253.119,Devices,sg,63:9E:50:A4:8E:5C,ws-kerri_forbes,KERRI,FORBES,Singapore
gabriela_arnold,10.9.209.38,Groups,de,E3:04:E8:76:49:36,ws-gabriela_arnold,GABRIELA,ARNOLD,Munich
buford_roberts,10.12.214.185,T0-Servers,au,E4:A0:42:BA:85:75,ws-buford_roberts,BUFORD,ROBERTS,Melbourne
april_thornton,10.6.179.184,HRE,ie,16:BD:A8:3F:75:43,ws-april_thornton,APRIL,THORNTON,Belfast
louella_sloan,10.15.10.139,Devices,jp,F1:E2:B6:84:05:6A,ws-louella_sloan,LOUELLA,SLOAN,Tokyo
stephan_calhoun,10.10.212.83,Devices,fr,BB:DA:A8:F9:D5:93,ws-stephan_calhoun,STEPHAN,CALHOUN,Paris
althea_gill,10.13.219.209,Devices,sg,84:08:BD:97:B2:3E,ws-althea_gill,ALTHEA,GILL,Singapore
patrice_alston,10.9.104.223,ServiceAccounts,de,3C:07:90:B7:36:CB,ws-patrice_alston,PATRICE,ALSTON,Munich
etta_estes,10.9.186.187,AWS,de,7C:A8:CE:42:F1:E2,ws-etta_estes,ETTA,ESTES,Munich
eve_patel,10.5.112.178,ITS,gb,B4:99:46:83:F5:8E,ws-eve_patel,EVE,PATEL,Reading
margo_weiss,10.14.162.222,HRE,il,A4:88:57:D0:7E:80,ws-margo_weiss,MARGO,WEISS,Tel Aviv
adan_benson,10.3.95.39,Groups,us,00:37:49:71:83:A3,ws-adan_benson,ADAN,BENSON,Austin
darwin_mason,10.3.137.50,Groups,us,83:B4:42:A8:A4:0F,ws-darwin_mason,DARWIN,MASON,Austin
dominique_chang,10.6.217.75,T0-Servers,ie,DD:54:5B:8D:70:29,ws-dominique_chang,DOMINIQUE,CHANG,Belfast
numbers_lloyd,10.3.17.32,Testing,us,83:61:36:FC:DC:A6,ws-numbers_lloyd,NUMBERS,LLOYD,Austin
melva_munoz,10.12.33.205,Tier 0,au,70:44:BB:50:17:42,ws-melva_munoz,MELVA,MUNOZ,Melbourne
pat_whitaker,10.5.132.108,FSR,gb,2A:51:E0:CA:47:62,ws-pat_whitaker,PAT,WHITAKER,Reading
elvis_robertson,10.4.26.198,Test,us,6F:6F:F6:1B:73:F3,ws-elvis_robertson,ELVIS,ROBERTSON,Tampa
cecelia_wall,10.2.149.94,Groups,us,79:F3:43:6E:0A:B5,ws-cecelia_wall,CECELIA,WALL,Arlington
morton_mullen,10.6.57.176,Test,ie,2A:E7:8D:02:B5:8E,ws-morton_mullen,MORTON,MULLEN,Belfast
toby_owens,10.9.189.94,ServiceAccounts,de,86:29:5A:D6:0C:78,ws-toby_owens,TOBY,OWENS,Munich
yesenia_gordon,10.12.170.55,Groups,au,D3:29:5F:C5:0A:93,ws-yesenia_gordon,YESENIA,GORDON,Melbourne
daren_madden,10.9.126.27,SEC,de,13:A5:1E:9E:95:3D,ws-daren_madden,DAREN,MADDEN,Munich
levi_ware,10.16.247.248,ServiceAccounts,in,96:A7:8C:1E:04:EF,ws-levi_ware,LEVI,WARE,Bangalore
earnest_brewer,10.6.117.160,Test,ie,C5:D6:19:A9:86:A7,ws-earnest_brewer,EARNEST,BREWER,Belfast
gregory_church,10.6.140.231,HRE,ie,5C:F4:05:B6:0E:AA,ws-gregory_church,GREGORY,CHURCH,Belfast
jamel_macdonald,10.13.132.177,GOO,sg,A7:8C:D4:EF:36:7D,ws-jamel_macdonald,JAMEL,MACDONALD,Singapore
harriet_byers,10.14.13.205,FSR,il,02:38:1A:9A:86:D7,ws-harriet_byers,HARRIET,BYERS,Tel Aviv
bernardo_vargas,10.13.170.108,Groups,sg,5D:87:56:6C:4D:1A,ws-bernardo_vargas,BERNARDO,VARGAS,Singapore
bennie_knox,10.8.221.224,ServiceAccounts,ie,30:24:B3:B8:1A:5C,ws-bennie_knox,BENNIE,KNOX,Galway
susana_mcclure,10.13.150.63,Test,sg,FF:8F:9C:37:58:14,ws-susana_mcclure,SUSANA,MCCLURE,Singapore
savannah_brooks,10.15.37.184,AWS,jp,52:3A:DB:D3:CA:7B,ws-savannah_brooks,SAVANNAH,BROOKS,Tokyo
fred_mercado,10.8.165.190,Groups,ie,D6:8D:F7:FF:C2:EF,ws-fred_mercado,FRED,MERCADO,Galway
martin_mcleod,10.7.169.147,Test,ie,22:F7:5B:4D:BA:CC,ws-martin_mcleod,MARTIN,MCLEOD,Dublin
valeria_maddox,10.13.30.23,Stage,sg,4A:56:99:BB:10:86,ws-valeria_maddox,VALERIA,MADDOX,Singapore
dante_blevins,10.6.169.125,Test,ie,5B:D5:5B:12:E1:D9,ws-dante_blevins,DANTE,BLEVINS,Belfast
brittney_ware,10.1.24.183,Devices,us,94:36:A1:C3:35:9E,ws-brittney_ware,BRITTNEY,WARE,Boston
barton_mejia,10.15.228.135,Devices,jp,98:08:0B:62:66:AC,ws-barton_mejia,BARTON,MEJIA,Tokyo
anita_tillman,10.1.54.216,Tier 1,us,F3:4A:D7:30:4C:A8,ws-anita_tillman,ANITA,TILLMAN,Boston
brandi_church,10.9.48.6,Devices,de,0F:58:EC:70:2D:9A,ws-brandi_church,BRANDI,CHURCH,Munich
rachel_britt,10.13.163.125,Groups,sg,0C:DF:2B:D1:AB:EB,ws-rachel_britt,RACHEL,BRITT,Singapore
kelvin_bray,10.2.199.106,Test,us,01:BC:D8:F7:9E:96,ws-kelvin_bray,KELVIN,BRAY,Arlington
harriet_mullen,10.4.29.175,SEC,us,D6:22:C4:BE:B5:28,ws-harriet_mullen,HARRIET,MULLEN,Tampa
federico_livingston,10.16.207.167,Test,in,32:64:49:FB:6F:FD,ws-federico_livingston,FEDERICO,LIVINGSTON,Bangalore
connie_chen,10.8.105.220,ServiceAccounts,ie,1F:38:15:4C:44:75,ws-connie_chen,CONNIE,CHEN,Galway
denny_poole,10.7.22.63,Devices,ie,98:29:E8:73:F8:AA,ws-denny_poole,DENNY,POOLE,Dublin
santiago_gutierrez,10.15.214.83,Devices,jp,DC:58:73:97:30:0F,ws-santiago_gutierrez,SANTIAGO,GUTIERREZ,Tokyo
lynette_hancock,10.13.74.103,T2-Devices,sg,73:E4:2D:8B:DB:10,ws-lynette_hancock,LYNETTE,HANCOCK,Singapore
darren_barry,10.1.38.120,Devices,us,48:B1:52:D8:BD:AD,ws-darren_barry,DARREN,BARRY,Boston
weldon_alvarez,10.1.82.162,Groups,us,2A:D6:8E:19:06:1F,ws-weldon_alvarez,WELDON,ALVAREZ,Boston
melissa_dunn,10.16.82.210,Devices,in,5A:33:04:30:5B:E2,ws-melissa_dunn,MELISSA,DUNN,Bangalore
emma_fitzgerald,10.5.229.66,Test,gb,54:D1:50:09:97:C1,ws-emma_fitzgerald,EMMA,FITZGERALD,Reading
joni_mann,10.13.134.63,Groups,sg,8B:3E:65:BD:62:6A,ws-joni_mann,JONI,MANN,Singapore
judy_mccarthy,10.8.42.23,AWS-Labs,ie,7B:B1:50:84:F6:42,ws-judy_mccarthy,JUDY,MCCARTHY,Galway
alana_parrish,10.7.160.125,Devices,ie,B1:1F:C3:7F:F9:32,ws-alana_parrish,ALANA,PARRISH,Dublin
phillip_ramos,10.10.208.172,Groups,fr,64:5A:7F:F6:03:97,ws-phillip_ramos,PHILLIP,RAMOS,Paris
robin_fleming,10.15.161.102,Testing,jp,12:21:DA:D4:20:BE,ws-robin_fleming,ROBIN,FLEMING,Tokyo
nelda_barber,10.13.198.92,ESM,sg,F0:60:EA:8F:6B:61,ws-nelda_barber,NELDA,BARBER,Singapore
joyce_hebert,10.16.59.248,Devices,in,76:5D:9E:F2:E8:76,ws-joyce_hebert,JOYCE,HEBERT,Bangalore
ethan_gross,10.7.121.159,Test,ie,94:C5:CF:1A:D1:F0,ws-ethan_gross,ETHAN,GROSS,Dublin
winnie_frost,10.5.213.209,ServiceAccounts,gb,1A:57:77:CC:44:E7,ws-winnie_frost,WINNIE,FROST,Reading
eve_dale,10.6.83.189,HRE,ie,8C:BF:07:90:1F:3C,ws-eve_dale,EVE,DALE,Belfast
jeanine_wilkinson,10.4.18.36,ESM,us,E9:6E:EE:11:A9:E8,ws-jeanine_wilkinson,JEANINE,WILKINSON,Tampa
mickey_humphrey,10.12.228.66,Deprovisioned,au,A7:C4:E4:69:E5:86,ws-mickey_humphrey,MICKEY,HUMPHREY,Melbourne
rickey_klein,10.12.162.151,Devices,au,0B:CC:E2:10:1E:FD,ws-rickey_klein,RICKEY,KLEIN,Melbourne
janice_bruce,10.3.209.5,ServiceAccounts,us,F6:CB:8D:46:BF:2F,ws-janice_bruce,JANICE,BRUCE,Austin
jasmine_weaver,10.12.229.180,Test,au,23:19:05:91:7D:5D,ws-jasmine_weaver,JASMINE,WEAVER,Melbourne
inez_bass,10.6.77.35,T2-Devices,ie,21:94:E7:E0:BF:1B,ws-inez_bass,INEZ,BASS,Belfast
daniel_weeks,10.7.65.129,Staging,ie,4E:EB:6A:26:C7:EE,ws-daniel_weeks,DANIEL,WEEKS,Dublin
mayra_ortiz,10.8.134.146,ServiceAccounts,ie,70:DA:1C:72:B5:44,ws-mayra_ortiz,MAYRA,ORTIZ,Galway
lucinda_potts,10.7.179.177,Groups,ie,4A:40:BE:BE:33:7B,ws-lucinda_potts,LUCINDA,POTTS,Dublin
jeri_day,10.13.57.68,T1-Roles,sg,ED:0D:01:79:84:63,ws-jeri_day,JERI,DAY,Singapore
jackson_savage,10.14.199.81,Devices,il,DF:0D:BC:A8:7F:40,ws-jackson_savage,JACKSON,SAVAGE,Tel Aviv
dolores_rice,10.14.187.32,Groups,il,65:A3:00:C8:A2:84,ws-dolores_rice,DOLORES,RICE,Tel Aviv
keri_duffy,10.15.77.91,FIN,jp,EC:4F:76:B4:7B:8D,ws-keri_duffy,KERI,DUFFY,Tokyo
herman_head,10.12.107.210,Stage,au,09:9A:C0:6E:48:C2,ws-herman_head,HERMAN,HEAD,Melbourne
bridgette_brennan,10.3.125.162,Test,us,4A:A7:B2:48:BD:0C,ws-bridgette_brennan,BRIDGETTE,BRENNAN,Austin
gilda_wagner,10.14.81.165,T0-Permissions,il,3D:13:E4:DB:BD:C4,ws-gilda_wagner,GILDA,WAGNER,Tel Aviv
melinda_solis,10.2.102.124,Devices,us,D8:74:6A:1F:F2:FF,ws-melinda_solis,MELINDA,SOLIS,Arlington
jerald_stephenson,10.1.138.185,Devices,us,43:72:90:BE:75:BC,ws-jerald_stephenson,JERALD,STEPHENSON,Boston
mandy_daugherty,10.15.111.32,HRE,jp,65:47:E2:84:49:C6,ws-mandy_daugherty,MANDY,DAUGHERTY,Tokyo
rachelle_espinoza,10.10.94.202,Devices,fr,66:0C:14:51:60:4D,ws-rachelle_espinoza,RACHELLE,ESPINOZA,Paris
katherine_burch,10.3.237.140,SEC,us,CB:8D:43:BE:19:BC,ws-katherine_burch,KATHERINE,BURCH,Austin
rodrick_thompson,10.5.129.79,ServiceAccounts,gb,A1:11:94:48:DC:66,ws-rodrick_thompson,RODRICK,THOMPSON,Reading
erick_foley,10.7.26.99,ServiceAccounts,ie,8D:3A:AD:F6:47:EB,ws-erick_foley,ERICK,FOLEY,Dublin
tim_tanner,10.3.30.137,T2-Permissions,us,07:96:34:BF:F2:04,ws-tim_tanner,TIM,TANNER,Austin
janette_walton,10.14.1.31,Test,il,2A:00:CB:9C:E9:3A,ws-janette_walton,JANETTE,WALTON,Tel Aviv
brad_guerra,10.8.50.60,AWS-Labs,ie,D5:88:B2:F1:37:0A,ws-brad_guerra,BRAD,GUERRA,Galway
daphne_wilkins,10.3.132.230,Tier 2,us,5E:74:7D:18:73:E9,ws-daphne_wilkins,DAPHNE,WILKINS,Austin
latasha_wilkerson,10.8.50.74,ServiceAccounts,ie,6F:CF:C6:2C:A0:33,ws-latasha_wilkerson,LATASHA,WILKERSON,Galway
merlin_mercado,10.4.76.243,Devices,us,35:27:C1:CA:69:4D,ws-merlin_mercado,MERLIN,MERCADO,Tampa
eliseo_sharp,10.5.225.111,Groups,gb,72:B7:F7:98:43:20,ws-eliseo_sharp,ELISEO,SHARP,Reading
jami_schmidt,10.13.5.16,Test,sg,E4:DC:AF:4D:7F:3E,ws-jami_schmidt,JAMI,SCHMIDT,Singapore
dale_bowers,10.14.149.131,ServiceAccounts,il,D7:D3:FE:43:B1:1A,ws-dale_bowers,DALE,BOWERS,Tel Aviv
kareem_terry,10.3.146.137,Test,us,61:21:63:2C:F2:44,ws-kareem_terry,KAREEM,TERRY,Austin
bert_delgado,10.10.129.249,ServiceAccounts,fr,EF:CE:8C:EA:92:08,ws-bert_delgado,BERT,DELGADO,Paris
brenton_norton,10.12.9.27,Devices,au,08:4E:4B:BE:8B:19,ws-brenton_norton,BRENTON,NORTON,Melbourne
dolores_evans,10.6.108.124,Test,ie,28:FE:6F:76:DC:C6,ws-dolores_evans,DOLORES,EVANS,Belfast
lane_moses,10.5.187.249,TST,gb,38:CD:68:D7:D4:E5,ws-lane_moses,LANE,MOSES,Reading
fredric_owen,10.12.215.79,Test,au,A9:30:45:5F:9F:B7,ws-fredric_owen,FREDRIC,OWEN,Melbourne
jessica_beasley,10.11.16.89,ServiceAccounts,cz,42:8E:F9:61:9B:9F,ws-jessica_beasley,JESSICA,BEASLEY,Prague
fay_miles,10.11.40.247,T1-Devices,cz,04:5A:E3:1D:26:39,ws-fay_miles,FAY,MILES,Prague
imelda_butler,10.6.207.117,TST,ie,47:65:07:11:1A:AB,ws-imelda_butler,IMELDA,BUTLER,Belfast
merlin_vargas,10.12.84.34,Domain Controllers,au,DD:98:3F:D2:CE:89,ws-merlin_vargas,MERLIN,VARGAS,Melbourne
jarvis_ford,10.2.181.143,Test,us,13:AC:43:8F:E6:86,ws-jarvis_ford,JARVIS,FORD,Arlington
josef_velazquez,10.5.37.181,ServiceAccounts,gb,46:6A:FF:6B:EC:FA,ws-josef_velazquez,JOSEF,VELAZQUEZ,Reading
frankie_bolton,10.14.139.159,ServiceAccounts,il,8F:B9:E2:6D:24:3F,ws-frankie_bolton,FRANKIE,BOLTON,Tel Aviv
